Bill Run Date,Service Id,Customer Id,Site ID,Own By,RCA Category,RCA  Sub Category,ABP Analysis,OSO Analysis - Rebill,Review Comment,Patch Details - All,Next Action,Lession Learnt,Previous ReviewComments
"April 1, 2025",EQP2194593 EQP2439766 EVCE2194594 UNI2194595 SAC2194050 MR2439765,130399132,OSite_636704_1,OSO,User Education,User task Delay,NB came on 20-MAR-25 for bandiwdth upgrade from 1000 to 2000 with backdate of 31-OCT-24.,"User Education: User (Marcin Kostecki) delayed the task ""Confirm technician Switch CM/NID pickup"" from Nov 2024 to march 2025 which has delayed the NB call here.",,,,,
"March 15, 2025",UNI_915_1650580 EQP_915_1647315 ,130294016,OSite_541504_1 ,ABP,,,Barbara Gillespie used DTL to update disconnect date from 18-MAY-24 to 01-APR-24. Feture not used for EVC subscriber.,Not Required,,,,,
"March 15, 2025",UNI_915_1647724 EVCE_915_1650502 EQP_915_1640728 ,130293841,OSite_541308_1 ,OSO,User Education,EPL Single Leg order,"Update parameter call came on 18-FEB-25 for below changes with the backdate of 18-JAN-24
1. Subscriber's services have changed: added services:  Equipment Cost (NRC), Equipment Fee (MRC).
removed services:  Equipment Cost (NRC), Equipment Fee (MRC).",User Education: user submitteed EPL Modify for single leg  in Nov 2023 and there was price impacting parameter. And hence billing Sync point was stuck which was released on 18th Feb.And Hence NB Call got delayed.please check with user for more details.,Could be enhancement at SQO/Sales level to avoid such cases,,,,
"March 15, 2025",UNI_115_1799953 EVCE_115_1797004 SACM_115_1811520 EQP_115_1798203 ,130323778,OSite_572101_1 ,OSO,User Education,User skipped scheduling and manual WA as per user request,"Update Parameter call came on 21-FEB-25 with below changes with backdate of 09-SEP-24:
1. Subscriber's services have changed: added services:  Network Allocation Cost (NRC). removed services:  Network Allocation Cost (NRC) (Vintage).
2. Parameter name Bandwidth updated. Old value: {30}. New value: {100}.
3. Parameter name Port ID updated. Old value: {38.KEGS.000037..CBCL..}. New value: {38.KRGS.074714..CBCL..}.","in 2024 September scheduling was cancelled by user and it seems like flow got progressed manually and scheduling was never done so EQP capture flags were not released 
now in feb 2025 later EQP capture flags were released manually seems like user request only 
questions for user..
1- scheduling status i.e. what was the expectetation with this site modification..
2- date seems correct as of now can as per OSO.. need user to confirm the same",,update bl1_technical_mark set status='CO' where entity_id=130323778;,,,
"March 15, 2025",EQP_215_3100414 PRI_215_3101001 UNI_215_3100416 UNI_215_3103934 UNI_215_3099976 UNI_215_3103705 EVCE_215_3102563 EVCE_215_3102368 EVCE_215_3104147 EVCE_215_3098 660 SACM_215_3102656 EQP_215_3102138 EQP_215_3102932 ,130677051,OSite_751677_1 ,OSO,User Education,WAD: Multiple LOBs Shared Scenario,"Update parameter call came on 03-MAR-25 making changes with the backdate of 14-OCT-24. Changes:
1. Bandwidth updated from 500 to 1000
2. Subscriber's services have changed: added services:  Network Allocation Cost (NRC).
3. Parameter name Service Type updated. Old value: {EDI~~EPL~~Fiber_Underlay}. New value: {EDI~~EPL}.","
SHared EQP and SAC between 3 EPL , 1 EDI and PRI underlay
user submitted order for PRI to BVE migrate in 2024 September..
them submitted an AMEND to cancel this migration but AMEND got cached because shared ethernet-EQP crossed PONR.. and waiting for cease PTD to arrive which user deneied to update to early date ..
so manual WA applied recently to release the cache and now all the shared products billing released with backdate..
date is correct ",,,,,
"March 15, 2025",EQP_115_1804040 ,130324466,OSite_573639_1 ,OSO,User Education,Manual task Delay,NB came on 25-FEB-25 to activate the EQP subscribers with the backdate of 03-DEC-24. ,"User Education:user(francoeur Shawn) delayed the manual task ""Add Servcice to monitoring and Core"" in the Re-establishment provisioning flow which delayed the NB call
",,,,,
"March 15, 2025",EQP_115_1816894 PRI_115_1811998 ,130325704,OSite_572018_1 ,OSO,User Education,New Defect opened post disussion with PDOs. And It was found to be User Education where User-jams Cann had set the Non_price_impacting_parameter= True which caused the issue here.,"Update parameter call came on 25-FEB-25 with changes effective from 11-DEC-24. Changes:
1. Renewal of contract
2. Promotion of -200 added for the customer.
3. Subscriber's services have changed: added services:  Advanced Voice PRI Gateway - Equipment Cost (NRC), Advanced Voice PRI Gateway - Equipment Fee (MRC).
removed services:  Advanced Voice PRI Gateway - Equipment Cost (NRC), Advanced Voice PRI Gateway - Equipment Fee (MRC). ",New Defect opened post mail disussion with PDO. And It was found to be User Education where User had set the Non_price_impacting_parameter= True  User- jams Cann,,"3/14 Saurabh - Removed from Rebill
update bl1_technical_mark set status='CO' where entity_id=130325704;",,,
"March 15, 2025",BVE3630569 EQP3630573 ,130973520,OSite_855701_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 19-FEB-25 where to activate subscriber with the date of 12-FEB-25 ,"User Education/WAD: user(Veal Colton) delayed the manual task ""DOI Callflow Design GT"" . Also this is just 7 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",EQP3695317 BVE3695315 ,130980096,OSite_859846_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 20-FEB-25 where to activate subscriber with the date of 07-FEB-25 ,"User Education/WAD: user(Roman Geotgie) delayed the manual task ""DOI Callflow Design GT"" . Also this is 13 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",BVE3719510 EQP3719509 ,130987092,OSite_864584_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 18-FEB-25 where to activate subscriber with the date of 04-FEB-25 ,"User Education/WAD: user delayed the manual task ""DOI Callflow Design GT"" . Also this is 13 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",BVE3986699 EQP3986698 ,131179315,OSite_906550_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 20-FEB-25 where to activate subscriber with the date of 07-FEB-25 ,"User Education/WAD: userdelayed the manual task ""DOI Callflow Design GT"" . Also this is 13 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",EVCE3699928 UNI3699931 ,130304251,OSite_862737_1 ,SQO,Code,Defect: 1014182,NB came on 19-FEB-25 to activate the subscribers with the date of 28-JAN-25. EQP created on 27-FEB-25 with the same activation date,"RCA: SQO Defect: 1014182 NB Failure>Create BXTFA-36420 to address
NB call delayed for EQP due to failure on ""Send to Billing"" because of this defect. To know more about this defect, Please involve SQO Focal.",,,,,
"March 15, 2025",EVCE3657838 UNI3657839 SAC3657814 EQP3657836 ,130977394,OSite_858232_1 ,OSO,Non Dox,SNP Issue,NB came on 20-FEB-25 to activate the subscribers with the date of 16-JAN-25,"Interface:SNP team need to share the RCA here.
NB Call delayed as no callback was sent by SNP team at  ""SNP Port Turn Up"" from 17th Jan to 20th Feb .
This was reworked by Frontline team under SR:SR019559283 and then this progressed on callback on 20th Feb.",,,,,
"March 15, 2025",EQP4014759 BVE4014760 ,131184107,OSite_909844_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change","NB came on 17-FEB-25 where to activate subscriber with the date of 14-FEB-25 

","User Education/WAD: user(Rueckheim Donald) delayed the manual task ""DOI Callflow Design GT"" . Also this is just 3 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",BVE4027678 EQP4027677 ,131186351,OSite_911178_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 20-FEB-25 where to activate subscriber with the date of 12-FEB-25 ,"User Education/WAD: user delayed the manual task ""DOI Callflow Design GT"" . Also this is 8 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",EQP4034464 BVE4034465 ,131187537,OSite_911882_1 ,OSO,User Education,"WAD:Task Delayed for acceptable period of time , This got captured in Rebill due to Cycle Change",NB came on 18-FEB-25 where to activate subscriber with the date of 13-FEB-25 ,"User Education/WAD: userdelayed the manual task ""DOI Callflow Design GT"" . Also this is 5 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 15, 2025",SACM_155_2182658 UNI_155_2190390 EVCE_155_2189571 EQP_155_2188894,130398095,OSite_633050_1,OSO,Non Dox,SNP Issue,NB came on 06-MAR-25 to cease the services with the backdate of 04-DEC-24,"RCA: interface: SNP team
Her NB got delayed due to fallout on ""UNI Interface Turn Down"" from SNP team which was later forced completed by the user(Martinez Laura).

SR -SR019559136 was also opened and it was sent to SNP team but seems POC closed without adding RCA from the jira.
SNP ticket Details:- https://ccp.sys.comcast.net/projects/SUP/issues/SUP-25328?filter=allopenissues
Tracking ID :- 15287676
API :-https://sat-prod.codebig2.net/v2/ws/token.oauth2?client_id=doxorion&amp;amp;client_secret=cc3caf4563d3d0f36460e755c6725f45&amp;amp;grant_type=client_credentials&amp;amp;scope=orion:provisioning.

Please get more details from JIRA or check with SNP team, as per the Joe's suggestion",,,,,
"March 15, 2025",UNI_135_2028164 EVCE_135_2036383,130369415,1,OSO,Data,Billing Sync Point was reworked which caused the issue,"NB came on 04-MAR-25 with following changes with backdate of 30-JAN-24:
1. Parameter name Contract Terms updated. Old value: {60}. New value: {24}.
2. Subscriber's services have changed: added services:  Network Allocation Cost (NRC). removed services:  Network Allocation Cost (NRC) (Vintage).
3. Parameter name Override RC Amount updated. Old value: {94.98}. New value: {200.0}.
4. Parameter name Override RC Amount updated. Old value: {42.53}. New value: {95.0}.","Nb got delayed as flow was stuck at ""Billing Sync point"" . Here This is a data issue , no logs available for May 2024 to confirm the detailed RCA.
SR019469899
EPL Site(OSite_614425_1) ""billing sync point"" was waiting for other end (OSite_614424_1). Which is still waiting for fulfillment completion (solution ID : 1169579275 ).
But this was reworked which corrupted the Sync Point. Now when other leg got completed then also it was not released by the system. And We dont have logs for the may 2024.
",,"3/12 Saurabh :
Please note : Removed rebill entry to avoid charging the customer from more than a year
update  bl1_technical_mark set status='CO' where entity_id=130369415;

3/14 Saurabh - Rebill entry updated to rebill only for last 90 days
update bl1_technical_mark set start_date='14-JAN-24',status='PN' where entity_id=130369415;-",,,
"March 15, 2025",EQP_115_1798530,130324038,OSite_572652_1,OSO,Data,No Logs Available: Multiple LOBS with shared EQP: Single Instance,"NB came on 06-MAR-25 with changes from 08-AUG-24:Subscriber's services have changed: added services:  Equipment Cost (NRC), Equipment Fee (MRC). removed services:  Equipment Cost (NRC), Equipment Fee (MRC). ",EQP should match the date with its corrosponding EPL i.e. 6 march 2025..RCA seems complex 2 EQP liked across 4 Lobs and only 1 site access was there need SR for analysis for this extreme compled shared SAC scenario,,To change the effective date from 08-AUG-24 to 06-MAR-25 and remove from rebill,,,
"March 15, 2025",DDoS2574007,130373175,OSite_624329_1,OSO,Old Order,Decomp Issue: 2021 Order,NB came on 11-MAR-25 to activate DDOS with effective date of 10-FEB-23.,"RCA : Old Order :Sept 2021

Here user has placed Inflight Cancel on DDOS which never decomposed at Solution Delievry Group.

Provide PTD was set for 2040 and hence flow was stuck at ""Wait Until PTD"" as expected. But this was released under ""SR019562272"" and hence subscriber got created at ABP end.

@Billing team, Please cease this subscriber with the created date only post joe approval as user should not be charger here even a single penny.


@Please open a new SR to handle the decompose issue as latest two agreement was not decomposed for the customer:- 130373175 where Cease order was placed for site: OSite_616975_1.Please assign this SR to oso Decomp expert in order to handle the decomposition issue.

",,"
Please note : Rebill entry stopped for the time being

update  bl1_technical_mark set sys_update_date=sysdate,status='CO' where entity_id=130373175

Need to cancel the DDOS subscriber",,,
"March 15, 2025",EQP2066531 UNI2066529 EVCE2066532 SAC2066270,130292118,OSite_543030_1,OSO,User Education,Manual task Delay,"NB came on 11-MAR-25 to update parameters with the backdate of 16-DEC-24.
1. Parameter name Contract Terms updated. Old value: {24}. New value: {Custom_Terms}. {29)
2. Parameter name Bandwidth updated. Old value: {500}. New value: {2000}.
3. Parameter name Port Speed updated. Old value: {1000}. New value: {10000}.","User Education: User(Vilegas Lisa) delayed the manual task ""Confirm Technician Switch/CM/NID Pickup"" from 16th Dec to 11th March. Very Rare occurance of this GT in delay.",,,,,
"March 15, 2025",EVCE_115_1797004,130323778,OSite_572101_1,SQO,,,Price of this Static IP offer is 0 in Billing since the time customer was migrated in April -2021. There is no update in protected price received by Billing since then.,"SQO: Prices were 205$ at the time of Migration and then user created the Amend on Jan 8, 2024 and added the EDI service. So the prices in version 1 and 0 were having the same prices  so thats why protected price did not come in NB . It is an Migration Data Issue.",,To update price of $205 for Static IP going back to 90 days,,,
"March 15, 2025",,130325833,,ABP,,,"Subscriber 464533 suspended on Feb-20 , resulting with transforming stepped promotion into flat",invalidating rc rates seq no 2113729 and revalidate rc rates seq no 1255023 by setting expiration date and last cyc expr date with NULL.,,,,,
"March 15, 2025",PRI_155_2183936 ,130398773,22819 E APPLEWAY AVE-ALTEK MANUFACTURING(OSite_633302_1) ,ABP,,,This is stepped promo where price reduced from -150 to -100 on 08-JAN-25. Its TRB to SQO was published on 08-JAN-. Price still showing -200 in OMS. ," 
TRB is completed but Prices of stepped promo is not updated in SQO and OMS. SQO still having the price -200

Defect :-2832415",,,,,
"March 15, 2025",PRI_155_2185185,130398257,OSite_632838_1,SQO,,,,SQO Analysis is yet to be done: Please create a new SR to track this issue and send this to Billing queue,,Need to expire the old promotion of -200 with the date when new promo of $489 is getting effective,,,
"March 1, 2025","INS3136897
EQP3136890
SAC3136889
BI3136891",130407385,OSite_641235_1,,,,"
NB call received on 3rd Jan 2025 to activate theBI services from 30th August 2024.",Correct date is 3rd jan.  Here NB call got delayed because PONR flag was not released by the system back in August 2024. Please go with the date which was already picked by the system and get SR open for RCA. we will try to share RCA asap.,,,,,"[3/19 Abhishek]: Abhishek A will do more analysis on this order, what exactly happened with this order"
"March 1, 2025",SACM_451_3387289 UNI_451_3375321 EVCE_451_3390703 EQP_451_3373139,130936670,OSite_827594_1,,,,NB call received on 17th Feb to disconnect the services from 24th October 2025,"Interface:SNP team
NB Call delayed due to fallout on ""Uni Interface Turn Down"" from 24th Oct to 7th Feb and then 10 days for mandatory Wait Rule on Registered timed Action.
Fallout was completed by ""Martinez Laura"". No SR found in our record. Please check with SNP team for more details.",,2/27 Saurabh - No patch required,,,
"March 1, 2025",UNI3113250 EVCE3113259 EQP3113264 SAC3113271,130340478,OSite_755718_1,,,,NB call received on 5th Feb to activate the services with the backdate of 3rd December 2024,User Education: User(Vaughan Ronnie) (EAC team) delayed the Capture Switch Equipment task from 8th Nov to 5th Feb 2025.Also this was part of 10th jan User Pending task list.,,,,,
"March 1, 2025",BVE3649284 EQP3649283,130360281,OSite_691227_1,,,,NB call received on 3rd Feb to activate the services with the backdate of 29th January 25,"User Education/WAD: user(Simone Jillian) delayed the manual task ""DOI Callflow Design GT"" from 29th jan  to 3rd Feb 2025. Also this is just 4 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 1, 2025",UNI3528615 EVCE3528618 SAC3528537 EQP3528617,130430030,OSite_843205_1,,,,NB call received on 5th Feb to activate the services with the backdate of 3rd December 2024,User Education: User(Vaughan Ronnie)(EAC team) delayed the Capture Switch Equipment task from 3rd Dec to 5th Feb 2025.,,,,,
"March 1, 2025",EVCE2750108 SAC2750095 SAC2750095 EVCE2750108 UNI2750111 EQP2750109,130508923,OSite_706889_1,,,,NB call received on 18th Feb to activate the services with the backdate of 27th December 2024,WAD: This is a case of Re-establishment where Disconnefct Order(task- Remove Core Configurations) was not completed by User may be keeping the re-establishment in mind.Then User placed Re-eastblishment on 18th and old order was disconnecting with the date of 27th Dec and hence We are seeing this delay.,,,,,
"March 1, 2025",UNI3243390 EVCE3243392 SAC3243388 EQP3243391,130614235,OSite_771063_1,,,,NB call received on 4th Feb to activate the services with the backdate of 13th December 2024,User Education: User(Kostecki Marcin) delayed the Capture Switch Equipment task from 13th Dec to 4th Feb 2025. ,,,,,
"March 1, 2025",SAC3652112 EVCE3652115 UNI3652118 EQP3652117,130936382,OSite_857704_1,,,,NB call received on 4th Feb to activate the services with the backdate of 2nd December 2024,User Education: User(Scheffer Andrea) delayed the Capture Switch Equipment task from 2nd Dec to 4th Feb 2025.,,,,,
"March 1, 2025","EVCE3560734 UNI3560733 SAC3560727 EQP3560732

EVCE3507177, UNI3507178, EQP3507176, SAC3507169",130954945,"OSite_847799_1

OSite_843359_1",,,,"NB call received on 4th Feb to activate the services with the backdate of 11th December 2024 (OSite_847799_1)

NB call received on 5th Feb to activate the services with the backdate of 6th December 2024 (OSite_843359_1)","User Education: User delayed the ""Capture Switch Equipment task "" for both the site and hence NB call ghot delayed",,,,,
"March 1, 2025",EVCE3623992 UNI3623994 EQP3623993 SAC3623922,130972264,OSite_854694_1,,,,NB call received on 10th Feb to activate the services with the backdate of 12th December 2024,User Education: User(Kanchan Pragati) delayed the Capture Switch Equipment task from 12th Dec to 10th Feb 2025.,,,,,
"March 1, 2025",BVE3996359 EQP3996358,131162412,OSite_905291_1,,,,NB call received on 5th Feb to activate the services with the backdate of 31st January 2025,"Working As Designed: user delayed the manual task ""DOI Callflow Design GT"". This is just 5 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 1, 2025",BVE4037222 EQP4037221,131164809,OSite_912152_1,,,,NB call received on 7th Feb to activate the services with the backdate of 30th January 2025,"Working As Designed: user delayed the manual task ""DOI Callflow Design GT"". This is just 7 day delay which is acceptable, it got captured in rebill due to cycle change.",,,,,
"March 1, 2025",NA,708767727,,,,,"On Oct-19-2023 BA 708767727 got immediate invoice of $455.38.
On Apr-10-2024 2 payments of $455.38 &$ 418.74 posted to the account

Current account balance is -$418.74.

Immediate invoice date (Oct-10-2023) is more than 12 months ago , but payment posting date (Apr-10-2024) is less than 12 months ago.
",Not Required,,"Step1: After BLPREP EOC complete, this customer will get reject due to the reconciliation error.

Step2: QA reports will not run. will ask from SM to hold it. (Plan is to send this rejected customer also in the first extract run if there is no other issues)

Step3: Application team will run below update to change the SPAN for AR1_BILINTER process.

Update AR period to extend the timeframe to look back payment activities from 12 months to 24months (account id 708748091, immediate invoice date of 15-JUL-2022). Do this via REF account (user REFWORK/Owner)

update AR1_PERIOD_CONFIG
set PERIOD_SPAN = 24
where FLOW_NAME = 'AR1BILINTER'
and PERIOD_SPAN = 12 ; 

Step4: SM will perform Fast R&D on AR1_PERIOD_CONFIG table only

Step5: SM will Bounce AR1BILINTR process either from AMC or EOD map.

Step6: SM will mark customer for Undo and application team will validate that it is marked for undo

Step7: SM will start UNDO + RERUN for rejected customer

Step8: After UNDO + RERUN complete, reject will clear and SM will send all the QA reports

Step9: Extract will run and files will deliver to BB (Extract will run on weekday which is 3rd March
",,,
"March 1, 2025","EQP_411_3933104
EQP_411_3786992
EQP_411_3949003
EQP_411_3873033
EQP_411_3888419
EQP_411_3917626
EQP_411_3952264
EQP_411_3842747
EQP3542071","131159672
131170705
130960976
131172005
131162224
131158817
131155407
131158949",,,,,,,,To update the Full discount Ind=Y in dynamic attibutes column in BL1_RC_RATES table,,,
"March 1, 2025",PRI_291_3024958,130610757,,,,,,,,"To Update the Expiration Date-> 14-JUN-2024 AND Last Cycle Expiration Date-> 30-Jun-2024 in BL1_RC_RATES table. Mark customer for rebill: (start date = May-31-2024 , end date = Dec-31-2024)",,,
"March 1, 2025",,"130937902
130937902
130937902
130937902",,,,,,,,To Update service type to 'EPL' in CM1_AGREEMENT_PARAM table and in dynamic attributes in BL1_RC_RATES table.,,,
"February 15, 2025","SACM_901_1677430, EQP_901_1668796, EVCE_901_1675298, UNI_901_1671631",130297909,,,,,"Site OSite_549362_1 resumed on 14-JAN-25 12:37:03.Below subscriber NOT resumed  SACM_901_1677430, EQP_901_1668796, EVCE_901_1675298, UNI_901_1671631","OSite_549362_1 : fallout at Port up/down activity 
SNP team need to check NON DOX issue 
“Error details: ""NotificationResponse"":[{""status"":""Failure"",""jobId"":""14547924_1"",""payload"":""{\""jobId\"":\""14547924_1\"",\""status\"":\""ERROR\"",\""appSource\"":\""ORION\"",\""results\"":[{\""code\"":\""SNP-299997\"",\""message\"":\""REVERT_IGNORED - Due to an error, the system decided to revert. The few or all devices might be configured. But as per request, orchestration has to ignore revert.\""}]}""}]}
",,,,,
"February 15, 2025",UNI_135_2031906 EVCE_135_2036620 ,130369604,OSite_614496_1 ,,,,Shay Alexander used DTL to backdate disconnect date form 30-JUL-24 to 04-APR-24. Feature not used for EQP,Not Required,,,,,
"February 15, 2025",EQP3114402 EVCE3114405 ,130678699,OSite_755861_1 ,,,,"Started Billing too Early was used by Briana Eidson-Clark to advance the start date from 31-OCT-24 to 18-DEC-24. There are 2 issues:
1. User did not use the feature for UNI. It does not have charges, but still user should use it to keep the dates aligned.
2. User did not update commitment start dates because of which the cusotmer will lose out on one-month's promo of $450.",Not Required,,,,,
"February 15, 2025",EVCE3342037 SAC3342011 UNI3342039 EQP3342036 ,130293793,OSite_677401_1 ,,,,NB came on 23-JAN-25 to start the services with the backdate of 18-SEP-24,"User Education: user(Tarlton Christopher)  delayed the manual GT ""BGP Turn Up"" from 20th Sept to 23rd jan 2025",,,,,
"February 15, 2025",EVCE3206895 UNI3206893 EQP3206892 SAC3206891 ,130697069,OSite_767123_1 ,,,,NB came on 04-FEB-25 to activate the services from 12-NOV-24,"Environment: Flag for ""Capture Switch task"" was not released due to outage on 11 Nov due to KAFKA LAg issue from ARM side.",,,,,
"February 15, 2025",WB3466064 EQP3466065 ,130292607,OSite_808099_1 ,,,,NB call came on 31-JAN-25 to cease WB and EQP with backdate of 04-DEC-24,"NB got delayed due to fallout on ""Suspend OTT Service Account with Provider"". But RCA was not given under that SR.Please check this with CSP team for the RCA part as error suggested that fallout reason was pre-suspension of service.We can also track this via new SR and let us know if any further details needed from OSO.
This was handled under SR019552112

Request Date : 28-01-2025 19:56:46 GMT
REQUEST
<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>
<local xmlns=""uri"">https://bsd-cspgw.ccsp.comcast.com/CommercialNumerexService/21.02/service/suspendAccount?accountNumber=WB3466064
TrackingID : ODO_12053FA7D27045F5924E662E849D2432
Request - </local>
 ",,,,,
"February 15, 2025",EVCE2461677 UNI2461678 SAC2461658 EQP2461676 ,130449834,OSite_671938_1 ,,,,NB call came on 17-JAN-25 to cease the services with the date of 04-DEC-24,"Environment: Fallout at Core Port Turn Down delayed the nb cALL. PLEASE CHECK WITH snp TEAM FOR MORE DETAILS.
Handled under SE: SR019545986
RCA Provided: This is Environment: System and Server Issues as Port is Already Down SNP Confirmed as Well CPE Not Reachable.",,,,,
"February 15, 2025",SAC2577762 EVCE2577769 UNI2577770 EQP2577768 ,130474148,OSite_686090_1 ,,Interface,SNP Fallout,NB call came on 01-FEB-25 to cease the services with the date of 04-DEC-24,"Interface: NB delayed as order was stuck at ""UNI Port Turn Down"" awaiting callback from SNP. 
NO RCA was concluded from OMW/SNP as ffor the tracking ID 13958390, OMW was not able to see any logs
Handled under SR:SR019550092",,,,,
"February 15, 2025",EQP_215_3098643 PRI_215_3104603 SACM_215_3100532 EQP_215_3104243 ,130676916,OSite_753632_1 ,,,,"NB came on 18-JAN-25 to cease EQP_215_3098643, PRI_215_3104603 with date of 08-JAN-25 . Other 2 subscribers , SACM_215_3100532 and EQP_215_3104243 , are getitng disconnected with the date of 18-JAN-25",Correct date is 8th Jan for all subscriber i.e. same as PRI service date .This is a PRI Overlay + Underlay Order where we are seeing Underlay and linked EQP is picking wrong date.Please raise a new SR for RCA as it seems to be OSO defect. ,,"Patch disconnect dates from 1/18/2025 to 1/8/2025 in CM and Invoicing
908396	C	EQP_215_3104243 (current exp date is 1/18/2025)
887908	C	SACM_215_3100532 (current exp date is 1/18/2025)",,,
"February 15, 2025",SAC3496395 EVCE3498572 UNI3498573 EQP3498571 ,130954035,OSite_842044_1 ,,User Education,User Task Delay,NB came on 03-FEB-25 to start the services from 10-DEC-24,User Education: user delayed the Capture Switch Equipment task,,,,,
"February 15, 2025",EVCE3577628 UNI3577625 EQP3577605 SAC3574797 ,130961571,OSite_850664_1 ,,User Education,User Task Delay,NB came on 15-JAN-25 to start the services with the date of 04-DEC-24,User Education: user delayed the Capture Switch Equipment task,,,,,
"February 15, 2025",EVCE3648137 UNI3648136 EQP3648119 SAC3647815 ,130976040,OSite_857251_1 ,,User Education,User Task Delay,NB came on 03-FEB-25 to start the services from 05-DEC-24,User Education: user delayed the Capture Switch Equipment task,,,,,
"February 15, 2025",UNI3626576 EVCE3626577 SAC3626569 EQP3626578 ,130973483,OSite_855550_1 ,,User Education,User Task Delay,NB came on 10-FEB-25 to start the services with the backdate of 04-DEC-24,"User Education: user (Holland jesse) delayed the manual GT ""Capture Switch CM/NID"" from 4th Dec to 10th Feb",,,,,
"February 15, 2025",EVCE3549671 UNI3549668 SAC3348727 EQP3348735 ,130829163,OSite_807580_1 ,,User Education,User Task Delay,NB came on 05-FEB-25 to start the services with the backdate of 18-DEC-24,"User Education: user (Vaughan Ronnie) delayed the manual GT ""Capture Switch CM/NID"" from 18th Dec to 5th Feb",,,,,
"February 15, 2025",EQP3468000 UNI3468002 EVCE3468001 SAC3467909 ,130949660,OSite_838888_1 ,,User Education,User Task Delay,NB came on 06-FEB-25 to start the services with the backdate of 12-DEC-24,"User Education: user (Vaughan Ronnie) delayed the manual GT ""Capture Switch CM/NID"" from 12th Dec to 5th Feb",,,,,
"February 15, 2025",EQP3507874 UNI3507873 EVCE3507872 SAC3507866 ,130954171,OSite_842180_1 ,,Interface,SNP Callback,NB came on 07-FEB-25 to start the services with the backdate of 05-DEC-24,"Interface: NB Call got delayed as order was stuck at SNP port awaiting callback from SNP team.
No SR was found in our record and we can see SNP sent the callback on manual rework on 5th Dec. Please check for any pre-existing SR. And for RCA Please reqach out to SNP team with required details why they didn't sent the callback for the very first request triggered on 5th Dec.

PortTurnUpDown_EVCE3507872
 ",,,,,
"February 15, 2025",BVE3558181 EQP3558182 ,130681956,OSite_848850_1 ,,User Education,User Task Delay,NB came on 05-FEB-25 to start the services with the date of 03-DEC-24,"User Education: user (Esancy Lindsay) delayed the manual GT ""BVE Self-Install and/or cancel 48 hour wait"" from 3rd Dec to 5th Feb",,,,,
"February 15, 2025",EVCE3345072 SAC3345058 UNI3345071 EQP3345075 ,130340292,OSite_807184_1 ,,User Education,User Task Delay,NB came on 04-FEB-25 to start the services with the date of 05-DEC-24,"User Education: user (Klemarczyk Eric) delayed the manual GT ""Capture Switch CM/NID"" from 4th Dec to 5th Feb",,,,,
"February 15, 2025",SAC3561903 EVCE3563492 UNI3563491 EQP3563510 ,130964603,OSite_849213_1 ,,User Education,User Task Delay,NB came on 04-FEB-25 to start the services with the date of 19-DEC-24,"User Education: user (Vaughan Ronnie) delayed the manual GT ""Capture Switch CM/NID"" from 19th Dec to 5th Feb",,NA,,,
"February 15, 2025",EVCE3335880 UNI3335879 SAC3335710 EQP3335877 ,130827366,OSite_806240_1 ,,User Education,User Task Delay,NB came on 05-FEB-25 to start the services with the date of 24-OCT-24,"User Education: user (Vaughan Ronnie) delayed the manual GT ""Capture Switch CM/NID"" from 24th Oct to 5th Feb",,To update the effective date to 15-NOV-24 in CM and INV,,,
